0,0.010356519
0.01,0.012386661
0.02,0.009142571
0.03,0.011285325
0.04,0.010196196
0.05,0.00961211
0.06,0.009080196
0.07,0.010137815
0.08,0.010577087
0.09,0.010252116
0.1,0.010511123
0.11,0.010496661
0.12,0.009861381
0.13,0.011253289
0.14,0.009483017
0.15,0.007877258
0.16,0.008453414
0.17,0.011812302
0.18,0.009570307
0.19,0.009040085
0.2,0.009161431
0.21,0.00925368
0.22,0.009517098
0.23,0.009508508
0.24,0.009786172
0.25,0.01149099
0.26,0.010073567
0.27,0.011279051
0.28,0.010769931
0.29,0.010335767
0.3,0.009413682
0.31,0.009540312
0.32,0.009764938
0.33,0.008740214
0.34,0.012146165
0.35,0.010988326
0.36,0.009322207
0.37,0.009022615
0.38,0.009848433
0.39,0.010754331
0.4,0.009730347
0.41,0.008712478
0.42,0.009087258
0.43,0.009971931
0.44,0.011162614
0.45,0.009950515
0.46,0.010922243
0.47,0.009477519
0.48,0.009973534
0.49,0.01013925
0.5,0.008360855
0.51,0.007728929
0.52,0.010399669
0.53,0.009846739
0.54,0.011166833
0.55,0.00993563
0.56,0.009603259
0.57,0.009465051
0.58,0.010651801
0.59,0.010501607
0.6,0.01085992
0.61,0.011957662
0.62,0.010609818
0.63,0.008288493
0.64,0.010133707
0.65,0.011500183
0.66,0.009003342
0.67,0.009975743
0.68,0.008501635
0.69,0.010375391
0.7,0.009518075
0.71,0.008443264
0.72,0.010559957
0.73,0.012129521
0.74,0.010644163
0.75,0.009824883
0.76,0.013091883
0.77,0.00933092
0.78,0.011112845
0.79,0.010765702
0.8,0.010757259
0.81,0.010078369
0.82,0.008644306
0.83,0.010676042
0.84,0.010230093
0.85,0.008593421
0.86,0.01281527
0.87,0.011584617
0.88,0.010057111
0.89,0.008874405
0.9,0.009398753
0.91,0.009712817
0.92,0.010010337
0.93,0.009163061
0.94,0.009132238
0.95,0.009512372
0.96,0.0091231
0.97,0.011185695
0.98,0.009112204
0.99,0.010648997
1,0.012177664
1.01,0.009075338
1.02,0.01052506
1.03,0.009405816
1.04,0.009780767
1.05,0.008648614
1.06,0.011778923
1.07,0.010117027
1.08,0.009892805
1.09,0.010030631
1.1,0.009872115
1.11,0.008967926
1.12,0.009904264
1.13,0.011077191
1.14,0.012156028
1.15,0.010092124
1.16,0.007603807
1.17,0.011450261
1.18,0.009895888
1.19,0.011377721
1.2,0.010982085
1.21,0.009887539
1.22,0.009196859
1.23,0.0114048
1.24,0.00920962
1.25,0.009388495
1.26,0.011016705
1.27,0.010407497
1.28,0.00843599
1.29,0.009838499
1.3,0.009879093
1.31,0.009881862
1.32,0.010382658
1.33,0.008619519
1.34,0.009588554
1.35,0.008621866
1.36,0.010776457
1.37,0.01120868
1.38,0.009816541
1.39,0.010384209
1.4,0.010702911
1.41,0.010491917
1.42,0.010597311
1.43,0.009802926
1.44,0.010426932
1.45,0.008733393
1.46,0.010503133
1.47,0.011231686
1.48,0.009823503
1.49,0.010010235
1.5,0.011948645
1.51,0.009801522
1.52,0.010180132
1.53,0.010755688
1.54,0.009128568
1.55,0.010282101
1.56,0.011149757
1.57,0.010425804
1.58,0.010208863
1.59,0.008384534
1.6,0.008875381
1.61,0.007953305
1.62,0.00900202
1.63,0.010324835
1.64,0.009932921
1.65,0.009028697
1.66,0.012417689
1.67,0.00941056
1.68,0.010070182
1.69,0.01000294
1.7,0.010176316
1.71,0.010871791
1.72,0.00772836
1.73,0.008461203
1.74,0.008307903
1.75,0.010386894
1.76,0.009985449
1.77,0.009981511
1.78,0.010063698
1.79,0.01112383
1.8,0.00962294
1.81,0.008364187
1.82,0.008944824
1.83,0.008850236
1.84,0.008654844
1.85,0.010074957
1.86,0.008432131
1.87,0.009724651
1.88,0.011354277
1.89,0.008747698
1.9,0.009613889
1.91,0.00900062
1.92,0.008852006
1.93,0.011416106
1.94,0.009327071
1.95,0.008761491
1.96,0.008831561
1.97,0.009224225
1.98,0.010182837
1.99,0.009123725
2,0.011107235
2.01,0.009730337
2.02,0.010288082
2.03,0.008757339
2.04,0.009474216
2.05,0.01030726
2.06,0.009149066
2.07,0.009195068
2.08,0.009880937
2.09,0.009934905
2.1,0.008676195
2.11,0.010181168
2.12,0.01129098
2.13,0.011678797
2.14,0.008332879
2.15,0.011552849
2.16,0.011635066
2.17,0.01040358
2.18,0.009143411
2.19,0.010637529
2.2,0.010150144
2.21,0.008797623
2.22,0.009607083
2.23,0.009587982
2.24,0.010704993
2.25,0.01011046
2.26,0.009073114
2.27,0.011156721
2.28,0.011180704
2.29,0.010093655
2.3,0.010571606
2.31,0.010344543
2.32,0.010096985
2.33,0.00826445
2.34,0.011168698
2.35,0.008976221
2.36,0.00971647
2.37,0.010700114
2.38,0.011224962
2.39,0.008545031
2.4,0.009589364
2.41,0.008555552
2.42,0.011252541
2.43,0.009775618
2.44,0.009331714
2.45,0.007830255
2.46,0.008685214
2.47,0.009443326
2.48,0.011547967
2.49,0.009867648
2.5,0.009867648
2.5,-0.010334259
2.5,-0.010334259
2.51,-0.009790484
2.52,-0.010157505
2.53,-0.009868734
2.54,-0.009337068
2.55,-0.009940913
2.56,-0.009345409
2.57,-0.010149224
2.58,-0.010589735
2.59,-0.008923204
2.6,-0.0096727
2.61,-0.010827065
2.62,-0.010875109
2.63,-0.008099859
2.64,-0.009662224
2.65,-0.012452907
2.66,-0.010299632
2.67,-0.008958717
2.68,-0.009628671
2.69,-0.010644074
2.7,-0.009774823
2.71,-0.012174697
